,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Headquarters,Size,Founded,Ownership_Type,Industry,Sector,Revenue,Competitors,Easy_Apply,Minimum_Salary,Maximum_Salary
1085,Data Analyst,$41K-$78K,3.3,Gopuff,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 ,2013,Company - Private,Express Delivery Services,Transportation & Logistics,0,0,0,41000,78000
1086,Data Analyst,$41K-$78K,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ ,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",0,41000,78000
1087,Data Analyst,$41K-$78K,3.9,Mondo,"Feasterville Trevose, PA","New York, NY",51 to 200 ,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0,41000,78000
1088,Data Analyst,$41K-$78K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ ,1740,College / University,Colleges & Universities,Education,0,"Harvard University, Yale University, Princeton University",0,41000,78000
1089,Data Analyst,$41K-$78K,4.1,"VSE, Inc.","Feasterville Trevose, PA","Langhorne, PA",1 to 50 ,0,Company - Private,"Cable, Internet & Telephone Providers",Telecommunications,$5 to $10 million (USD),0,0,41000,78000
1090,Data Analyst,$41K-$78K,3.5,Eastern Metal Recycling,"Camden, NJ","Warrington, United Kingdom",1001 to 5000 ,0,Company - Private,Metals Brokers,Mining & Metals,$2 to $5 billion (USD),0,0,41000,78000
1091,Data Analyst,$41K-$78K,3.8,EY,"Philadelphia, PA","London, United Kingdom",10000+ ,1989,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),"Deloitte, KPMG, PwC",0,41000,78000
1092,Data Analyst,$41K-$78K,3.6,Red Tettemer,"Philadelphia, PA","Philadelphia, PA",51 to 200 ,0,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),0,True,41000,78000
1093,Data Analyst,$41K-$78K,3.5,Robert Half,"Philadelphia, PA","Menlo Park, CA",10000+ ,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Adecco, Manpower",0,41000,78000
1094,Data Analyst,$38K-$68K,3.2,IntegriChain,"Philadelphia, PA","Philadelphia, PA",201 to 500 ,2005,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,38000,68000
1095,Data Analyst,$38K-$68K,2.4,PMHCC Inc.,"Philadelphia, PA","Philadelphia, PA",501 to 1000 ,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,0,38000,68000
1096,Data Analyst,$38K-$68K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ ,1740,College / University,Colleges & Universities,Education,0,"Harvard University, Yale University, Princeton University",0,38000,68000
1097,Data Analyst,$38K-$68K,3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,38000,68000
1098,Data Analyst,$38K-$68K,3.5,Temple University Health System,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 ,0,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,38000,68000
1099,Data Analyst,$38K-$68K,-1,Wittij Consulting,"Philadelphia, PA","Smithfield, RI",1 to 50 ,0,Unknown,0,0,0,0,0,38000,68000
1100,Data Analyst,$38K-$68K,3.9,JPMorgan Chase & Co.,"Wilmington, DE","New York, NY",10000+ ,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),0,0,38000,68000
1101,Data Analyst,$38K-$68K,5,"Staffigo Technical Services, LLC","Philadelphia, PA","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,38000,68000
1102,Data Analyst,$38K-$68K,2.4,Avantor,"Radnor, PA","Radnor, PA",10000+ ,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",0,38000,68000
1103,Data Analyst,$38K-$68K,-1,Amerihealth Caritas Health Plan,"Philadelphia, PA",0,0,0,0,0,0,0,0,0,38000,68000
1104,Data Analyst,$38K-$68K,4.2,Tandigm Health LLC,"West Conshohocken, PA","West Conshohocken, PA",51 to 200 ,2014,Company - Private,Health Care Services & Hospitals,Health Care,0,0,0,38000,68000
1105,Data Analyst,$38K-$68K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ ,1740,College / University,Colleges & Universities,Education,0,"Harvard University, Yale University, Princeton University",0,38000,68000
1106,Data Analyst,$38K-$68K,-1,Amplify Systems,"Malvern, PA","Salem, NH",1 to 50 ,0,Company - Public,IT Services,Information Technology,Less than $1 million (USD),0,0,38000,68000
1107,Data Analyst,$38K-$68K,-1,DL Staffing Solutions,"Philadelphia, PA",0,0,0,0,0,0,0,0,0,38000,68000
1108,Data Analyst,$38K-$68K,2.7,Change Healthcare,"King of Prussia, PA","Nashville, TN",10000+ ,2007,Company - Public,IT Services,Information Technology,0,0,0,38000,68000
1109,Data Analyst,$38K-$68K,4.6,Bryn Mawr Communications LLC,"Wayne, PA","Wayne, PA",1 to 50 ,0,Company - Private,Publishing,Media,$1 to $5 million (USD),0,0,38000,68000
1110,Data Analyst,$38K-$68K,3.9,Mondo,"Wilmington, DE","New York, NY",51 to 200 ,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0,38000,68000
1111,Data Analyst,$38K-$68K,3.5,Dextro Software Systems,"Bensalem, PA","Princeton Junction, NJ",51 to 200 ,1993,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),Vaptech,True,38000,68000
1112,Data Analyst,$38K-$68K,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ ,1975,Company - Private,Investment Banking & Asset Management,Finance,0,"Charles Schwab, Fidelity Investments, Edward Jones",0,38000,68000
1113,Data Analyst,$38K-$68K,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 ,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,38000,68000
1114,Data Analyst,$38K-$68K,3.9,Mondo,"Philadelphia, PA","New York, NY",51 to 200 ,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",0,38000,68000
1115,Data Analyst,$38K-$68K,3.1,ConnectiveRx,"King of Prussia, PA","Whippany, NJ",1001 to 5000 ,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,0,38000,68000
1116,Data Analyst,$38K-$68K,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 ,2011,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,38000,68000
1117,Data Analyst,$38K-$68K,3.8,"Innovative Development, LLC","Exton, PA","Harleysville, PA",51 to 200 ,1992,Company - Private,Consulting,Business Services,$10 to $25 million (USD),0,0,38000,68000
1118,Data Analyst,$38K-$68K,3.2,Philabundance,"Philadelphia, PA","Philadelphia, PA",201 to 500 ,0,Nonprofit Organization,Social Assistance,Non-Profit,0,0,0,38000,68000
1119,Data Analyst,$38K-$68K,4.1,Collabera,"Philadelphia, PA","Basking Ridge, NJ",10000+ ,1991,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),"Kforce, Insight Global, Volt Consulting Group",0,38000,68000
1120,Data Analyst,$38K-$68K,-1,Kforce Technology Staffing,"Wilmington, DE",0,0,0,0,0,0,0,0,0,38000,68000
1121,Data Analyst,$38K-$68K,-1,FredBeans,"Doylestown, PA",0,0,0,0,0,0,0,0,0,38000,68000
1122,Data Analyst,$38K-$68K,3.5,"Genuent Global, LLC","Wayne, PA","Houston, TX",201 to 500 ,2006,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,38000,68000
1123,Data Analyst,$37K-$44K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ ,1740,College / University,Colleges & Universities,Education,0,"Harvard University, Yale University, Princeton University",0,37000,44000
1124,Data Analyst,$37K-$44K,1.8,"Fred Beans Parts, Inc","Doylestown, PA","Doylestown, PA",51 to 200 ,0,Company - Private,0,0,$50 to $100 million (USD),0,0,37000,44000
1125,Data Analyst,$37K-$44K,3.7,CHOP,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 ,1855,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),0,0,37000,44000
1126,Data Analyst,$37K-$44K,4.3,University of Pennsylvania,"Philadelphia, PA","Philadelphia, PA",10000+ ,1740,College / University,Colleges & Universities,Education,0,"Harvard University, Yale University, Princeton University",0,37000,44000
1127,Data Analyst,$37K-$44K,3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 ,0,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,37000,44000
1128,Data Analyst,$37K-$44K,4,ORS Partners,"Paoli, PA","Audubon, PA",51 to 200 ,2012,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,37000,44000
1129,Data Analyst,$37K-$44K,3.9,Fred Beans,"Doylestown, PA","Doylestown, PA",1001 to 5000 ,0,Company - Private,Vehicle Dealers,Retail,$1 to $2 billion (USD),0,0,37000,44000
1130,Data Analyst,$37K-$44K,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,0,37000,44000
1131,Data Analyst,$37K-$44K,3.4,Infinity Consulting Solutions,"Wilmington, DE","New York, NY",501 to 1000 ,2001,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"The Judge Group, Addison Group, PageGroup",0,37000,44000
1132,Data Analyst,$37K-$44K,2.4,"PMHCC, Inc.","Philadelphia, PA","Philadelphia, PA",501 to 1000 ,1987,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0,0,0,37000,44000
1133,Data Analyst,$37K-$44K,3.2,Angeion Group,"Chester Township, PA","Philadelphia, PA",1 to 50 ,0,Company - Private,Consulting,Business Services,0,0,0,37000,44000
1134,Data Analyst,$37K-$44K,3.8,"iTech Solutions, Inc","Conshohocken, PA","Farmington, CT",51 to 200 ,1995,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,37000,44000
1135,Data Analyst,$37K-$44K,2.6,AccessLex Institute,"West Chester, PA","West Chester, PA",51 to 200 ,0,Nonprofit Organization,Colleges & Universities,Education,0,0,0,37000,44000
1136,Data Analyst,$37K-$44K,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ ,1975,Company - Private,Investment Banking & Asset Management,Finance,0,"Charles Schwab, Fidelity Investments, Edward Jones",0,37000,44000
1137,Data Analyst,$37K-$44K,3.9,TD Bank,"Mount Laurel, NJ","Toronto, Canada",10000+ ,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),"Chase, BB&T, SunTrust",0,37000,44000
1138,Data Analyst,$37K-$44K,3.7,Boeing,"Ridley Park, PA","Chicago, IL",10000+ ,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),"Lockheed Martin, Northrop Grumman, Airbus",0,37000,44000
1139,Data Analyst,$37K-$44K,4.7,TeamSoft,"Wayne, PA","Middleton, WI",201 to 500 ,1996,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,37000,44000
1140,Data Analyst,$37K-$44K,4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 ,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),0,0,37000,44000
1141,Data Analyst,$37K-$44K,3.5,"Computer Enterprises, Inc.","Philadelphia, PA","Pittsburgh, PA",501 to 1000 ,1992,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),"TEKsystems, CGI, SDLC Partners",0,37000,44000
1142,Data Analyst,$37K-$44K,3.5,Weston Solutions Inc.,"West Chester, PA","West Chester, PA",1001 to 5000 ,1957,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,37000,44000
1143,Data Analyst,$37K-$44K,3.7,McGrath Systems,"Berwyn, PA","Blue Bell, PA",1 to 50 ,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,37000,44000
1144,Data Analyst,$37K-$44K,-1,DL Staffing Solutions,"Newtown, PA",0,0,0,0,0,0,0,0,0,37000,44000
1145,Data Analyst,$37K-$44K,3.2,"Numeric, LLC","Philadelphia, PA","Chadds Ford, PA",1 to 50 ,0,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),0,True,37000,44000
1146,Data Analyst,$37K-$44K,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 ,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,37000,44000
1147,Data Analyst,$37K-$44K,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 ,2011,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,37000,44000
1148,Data Analyst,$37K-$44K,4.1,Kforce,"Wilmington, DE","Tampa, FL",10000+ ,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),0,0,37000,44000
1149,Data Analyst,$37K-$44K,-1,LiveMindz,"Philadelphia, PA","Dallas, TX",51 to 200 ,0,Company - Private,0,0,0,0,0,37000,44000
1150,Data Analyst,$37K-$44K,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,0,37000,44000
1151,Data Analyst,$37K-$44K,3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 ,1994,Company - Private,Consulting,Business Services,0,0,0,37000,44000
1152,Data Analyst,$64K-$113K,3.6,Community Behavioral Health,"Philadelphia, PA","Phila, PA",201 to 500 ,1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),0,0,64000,113000
1153,Data Analyst,$64K-$113K,4.1,APN Software Services Inc.,"Plymouth Meeting, PA","Newark, CA",51 to 200 ,0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),0,0,64000,113000
1154,Data Analyst,$64K-$113K,4.4,Contemporary Staffing Solutions,"Philadelphia, PA","Mount Laurel, NJ",1001 to 5000 ,1994,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"PathFinder Staffing, Juno Search Partners, Robert Half",0,64000,113000
1155,Data Analyst,$64K-$113K,3.5,The Judge Group,"Wayne, PA","Wayne, PA",1001 to 5000 ,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",0,64000,113000
1156,Data Analyst,$64K-$113K,2.3,Versant Health,"Newtown Square, PA","Linthicum, MD",1001 to 5000 ,0,Company - Private,Insurance Carriers,Insurance,0,0,0,64000,113000
1157,Data Analyst,$64K-$113K,4.2,Micro-Data Systems Inc.,"Philadelphia, PA","Holmdel, NJ",51 to 200 ,1992,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,64000,113000
1158,Data Analyst,$64K-$113K,2.4,Avantor,"Wayne, PA","Radnor, PA",10000+ ,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"Thermo Fisher Scientific, MilliporeSigma, Merck KGaA",0,64000,113000
1159,Data Analyst,$64K-$113K,3.7,Tetra Tech,"Philadelphia, PA","Pasadena, CA",10000+ ,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),0,0,64000,113000
1160,Data Analyst,$64K-$113K,4.2,Freedom Mortgage,"Mount Laurel, NJ","Mount Laurel, NJ",1001 to 5000 ,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),0,0,64000,113000
1161,Data Analyst,$64K-$113K,2.7,Eastern Airlines LLC,"Wayne, PA","Miami, FL",1 to 50 ,0,Company - Private,0,0,$5 to $10 million (USD),0,0,64000,113000
1162,Data Analyst,$64K-$113K,4.3,NextGen Global Resources LLC,"Philadelphia, PA","San Diego, CA",501 to 1000 ,2009,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$100 to $500 million (USD),"Aerotek, Kforce, Glotel",0,64000,113000
1163,Data Analyst,$64K-$113K,3.2,Vanguard,"Malvern, PA","Malvern, PA",10000+ ,1975,Company - Private,Investment Banking & Asset Management,Finance,0,"Charles Schwab, Fidelity Investments, Edward Jones",0,64000,113000
1164,Data Analyst,$64K-$113K,3.5,The Judge Group,"Boothwyn, PA","Wayne, PA",1001 to 5000 ,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",0,64000,113000
1165,Data Analyst,$64K-$113K,3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 ,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),0,0,64000,113000
1166,Data Analyst,$64K-$113K,3.9,GSK,"Philadelphia, PA","Brentford, United Kingdom",10000+ ,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,64000,113000
1167,Data Analyst,$64K-$113K,3.6,A2C Consulting,"Philadelphia, PA","Philadelphia, PA",1 to 50 ,1994,Company - Private,Consulting,Business Services,0,0,0,64000,113000
1168,Data Analyst,$64K-$113K,-1,ConcertAI,"King of Prussia, PA",0,0,0,0,0,0,0,0,0,64000,113000
1169,Data Analyst,$64K-$113K,-1,Pharmica Consulting,"Norristown, PA","Sparta, NJ",Unknown,0,Company - Private,0,0,0,0,0,64000,113000
1170,Data Analyst,$64K-$113K,3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ ,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),0,0,64000,113000
1171,Data Analyst,$64K-$113K,3.4,Eurofins,"West Point, PA","Luxembourg, Luxembourg",10000+ ,1987,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),0,0,64000,113000
1172,Data Analyst,$64K-$113K,4.2,Freedom Mortgage,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 ,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),0,0,64000,113000
1173,Data Analyst,$64K-$113K,5,Cambridge Advisory Group,"King of Prussia, PA","King of Prussia, PA",1 to 50 ,0,Company - Private,Consulting,Business Services,$1 to $5 million (USD),0,0,64000,113000
1174,Data Analyst,$64K-$113K,-1,Amerihealth Caritas Health Plan,"Philadelphia, PA",0,0,0,0,0,0,0,0,0,64000,113000
1175,Data Analyst,$64K-$113K,3.3,Cooper University Health Care,"Camden, NJ","Camden, NJ",5001 to 10000 ,1887,Hospital,Health Care Services & Hospitals,Health Care,0,0,0,64000,113000
1176,Data Analyst,$64K-$113K,3.9,Diverse Lynx,"Malvern, PA","Princeton, NJ",501 to 1000 ,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,64000,113000
1177,Data Analyst,$64K-$113K,3.7,amerihealth,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 ,1997,Subsidiary or Business Segment,Insurance Carriers,Insurance,$25 to $50 million (USD),0,0,64000,113000
1178,Data Analyst,$64K-$113K,-1,Philadelphia 76ers - HBSE,"Camden, NJ",0,0,0,0,0,0,0,0,0,64000,113000
1179,Data Analyst,$64K-$113K,2.8,Forfeiture Support Associates,"Philadelphia, PA","Ashburn, VA",1001 to 5000 ,2004,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),0,0,64000,113000
1181,Data Analyst,$64K-$113K,2.7,TechUSA,"Philadelphia, PA","Millersville, MD",1001 to 5000 ,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),0,0,64000,113000
1182,Data Analyst,$50K-$93K,4.6,SRG Woolf,"King of Prussia, PA","Raleigh, NC",1 to 50 ,1995,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),0,0,50000,93000
1183,Data Analyst,$50K-$93K,3.8,"Login Consulting Services, Inc","Allegheny West, PA","El Segundo, CA",51 to 200 ,0,Company - Private,Consulting,Business Services,$5 to $10 million (USD),0,0,50000,93000
1184,Data Analyst,$50K-$93K,3.3,Adaptimmune Ltd,"Philadelphia, PA","Abingdon, United Kingdom",201 to 500 ,0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0,0,0,50000,93000
1185,Data Analyst,$50K-$93K,4.8,Trillium Solutions Group,"Horsham, PA","Highland Park, IL",1 to 50 ,2002,Private Practice / Firm,IT Services,Information Technology,$1 to $5 million (USD),0,0,50000,93000
1186,Data Analyst,$50K-$93K,-1,Eurofins USA PSS Insourcing Solutions,"West Point, PA",0,0,0,0,0,0,0,0,0,50000,93000
1187,Data Analyst,$50K-$93K,3.5,The Judge Group,"Wilmington, DE","Wayne, PA",1001 to 5000 ,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Adecco, Kforce",0,50000,93000
1188,Data Analyst,$50K-$93K,-1,EUROFINS SCIENT.,"West Point, PA",0,0,0,0,0,0,0,0,0,50000,93000
1189,Data Analyst,$50K-$93K,5,"Staffigo Technical Services, LLC","Wilmington, DE","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,50000,93000
1190,Data Analyst,$50K-$93K,3.6,TE Connectivity,"Berwyn, PA","Schaffhausen, Switzerland",10000+ ,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),0,0,50000,93000
1191,Data Analyst,$50K-$93K,4.2,Freedom Mortgage,"Marlton, NJ","Mount Laurel, NJ",1001 to 5000 ,1990,Company - Private,Investment Banking & Asset Management,Finance,$1 to $2 billion (USD),0,0,50000,93000
1192,Data Analyst,$50K-$93K,3.1,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 ,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,50000,93000
1193,Data Analyst,$50K-$93K,1.6,"Management Decisions, Inc.","Philadelphia, PA","Milwaukee, WI",1 to 50 ,0,Company - Public,Advertising & Marketing,Business Services,$1 to $5 million (USD),0,0,50000,93000
1194,Data Analyst,$50K-$93K,4.5,Piper Companies,"Horsham, PA","Mc Lean, VA",201 to 500 ,2011,Company - Private,Staffing & Outsourcing,Business Services,0,0,0,50000,93000
1195,Data Analyst,$50K-$93K,3.3,Future Technologies Inc.,"Moorestown, NJ","Plainfield, NJ",1001 to 5000 ,0,Company - Private,Accounting,Accounting & Legal,$5 to $10 million (USD),0,0,50000,93000
1196,Data Analyst,$50K-$93K,3.2,BNY Mellon,"Wilmington, DE","New York, NY",10000+ ,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),"State Street, Northern Trust, BlackRock",0,50000,93000
1197,Data Analyst,$50K-$93K,3.9,"Zachary Piper Solutions, LLC","Horsham, PA","Mc Lean, VA",51 to 200 ,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),0,0,50000,93000
1198,Data Analyst,$50K-$93K,4,Fox Chase Cancer Center,"Philadelphia, PA","Philadelphia, PA",1001 to 5000 ,1974,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Penn Medicine, Kimmel Cancer Center Jefferson, Abington Jefferson Health",0,50000,93000
1199,Data Analyst,$50K-$93K,4.1,Kforce,"Wilmington, DE","Tampa, FL",10000+ ,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),0,0,50000,93000
1200,Data Analyst,$50K-$93K,-1,Kforce Technology Staffing,"Wilmington, DE",0,0,0,0,0,0,0,0,0,50000,93000
1201,Data Analyst,$37K-$68K,3.9,"Technocrafts, Inc.","San Antonio, TX","Chantilly, VA",1 to 50 ,0,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),0,0,37000,68000
1202,Data Analyst,$37K-$68K,3.4,Ionidea,"San Antonio, TX","Fairfax, VA",1001 to 5000 ,1991,Company - Private,IT Services,Information Technology,0,0,0,37000,68000
1203,Data Analyst,$37K-$68K,4,CYNET SYSTEMS,"San Antonio, TX","Ashburn, VA",501 to 1000 ,2010,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,37000,68000
1204,Data Analyst,$37K-$68K,3.1,Integrated Resources,"San Antonio, TX","Edison, NJ",201 to 500 ,1996,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),0,0,37000,68000
1205,Data Analyst,$37K-$68K,3,Deacon Recruiting,"San Antonio, TX","San Antonio, TX",1 to 50 ,0,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),0,0,37000,68000
1206,Data Analyst,$37K-$68K,3.9,Indotronix International Corporation,"San Antonio, TX","Rochester, NY",501 to 1000 ,1986,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,37000,68000
1207,Data Analyst,$37K-$68K,3.9,Diverse Lynx,"San Antonio, TX","Princeton, NJ",501 to 1000 ,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,37000,68000
1208,Data Analyst,$37K-$68K,3.7,Huntington Ingalls Industries,"San Antonio, TX","Newport News, VA",10000+ ,2011,Company - Public,Aerospace & Defense,Aerospace & Defense,$5 to $10 billion (USD),"General Dynamics, Lockheed Martin",0,37000,68000
1209,Data Analyst,$37K-$68K,4.1,Principle Auto,"San Antonio, TX","San Antonio, TX",501 to 1000 ,2014,Company - Private,Vehicle Dealers,Retail,0,0,0,37000,68000
1210,Data Analyst,$37K-$68K,3.4,C2 GPS- Alamo Workforce,"San Antonio, TX","Austin, TX",501 to 1000 ,2010,Company - Private,Consulting,Business Services,0,0,0,37000,68000
1211,Data Analyst,$37K-$68K,3.4,Vantage Bank Texas,"San Antonio, TX","San Antonio, TX",201 to 500 ,1985,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),0,0,37000,68000
1212,Data Analyst,$37K-$68K,4.3,H E B,"San Antonio, TX","San Antonio, TX",10000+ ,1905,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),0,0,37000,68000
1213,Data Analyst,$37K-$68K,2.5,Vinsari,"San Antonio, TX","Irving, TX",51 to 200 ,0,Other Organization,0,0,0,0,0,37000,68000
1214,Data Analyst,$37K-$68K,4,"CICONIX, LLC","San Antonio, TX","Annapolis, MD",1 to 50 ,0,Company - Private,Federal Agencies,Government,0,0,0,37000,68000
1215,Data Analyst,$37K-$68K,-1,"Amyx, Iinc.","San Antonio, TX",0,0,0,0,0,0,0,0,0,37000,68000
1216,Data Analyst,$37K-$68K,2.8,NJVC,"San Antonio, TX","Chantilly, VA",1001 to 5000 ,2001,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"BAE Systems USA, CACI International, General Dynamics Information Technology",0,37000,68000
1217,Data Analyst,$37K-$68K,3.7,Randstad,"San Antonio, TX","Atlanta, GA",1001 to 5000 ,0,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,0,0,0,37000,68000
1218,Data Analyst,$37K-$68K,5,"Staffigo Technical Services, LLC","San Antonio, TX","Woodridge, IL",51 to 200 ,2008,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),0,0,37000,68000
