Job Title,Company Name,Rating,Salary Estimate Average,Salary Estimate Min,Salary Estimate Max,Location,State,Size,Founded,Type of ownership,Industry,Sector,Revenue (millions),Easy Apply,Competitors
Data Analyst,Darmor Partners,0.0,100000.0,73000,127000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Perficient,3.6,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),1998,Company - Public,IT Services,Information Technology,100.0,0,0
Data Analyst,Talent Bundle LLC,0.0,100000.0,73000,127000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,The Bank of New York Mellon,3.2,100000.0,73000,127000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1784,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,"State Street, Northern Trust, BlackRock"
Data Analyst,"Nesco Resource, LLC",2.9,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),1956,Company - Private,Staffing & Outsourcing,Business Services,100.0,0,0
Data Analyst,Museum of Ice Cream,2.3,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,0,0,0.0,0,0
Data Analyst,Kinship,0.0,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Advertising & Marketing,Business Services,0.0,0,0
Data Analyst,APN Consulting,4.2,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Advertising & Marketing,Business Services,0.5,0,0
Data Analyst,Siri InfoSolutions,3.4,100000.0,73000,127000.0,"Summit, NJ", NJ,SMB(51-500 Employees),0,Company - Private,Consulting,Business Services,2.5,0,0
Data Analyst,Integrated Resources,3.1,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),1996,Company - Private,Staffing & Outsourcing,Business Services,5.0,0,0
Data Analyst,Icahn School of Medicine at Mount Sinai,3.9,100000.0,73000,127000.0,"New York, NY", NY,VSB (<50 Employees),0,Nonprofit Organization,0,0,0.0,0,0
Data Analyst,Avani Technology Solutions,4.5,100000.0,73000,127000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2008,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,Lorven Technologies Inc,4.0,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Accounting,Accounting & Legal,0.0,0,0
Data Analyst,Altech Star Inc.,2.6,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Computer Hardware & Software,Information Technology,0.0,0,0
Data Analyst,Wintellisys,0.0,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,IT Services,Information Technology,0.0,0,0
Data Analyst,Diverse Lynx,3.9,87000.0,84000,90000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2002,Company - Private,IT Services,Information Technology,50.0,0,0
Data Analyst,V R Della Infotech Inc,4.1,87000.0,84000,90000.0,"Haworth, NJ", NJ,SMB(51-500 Employees),2012,Company - Private,Staffing & Outsourcing,Business Services,1.0,0,0
Data Analyst,New York Times,3.8,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),1896,Company - Public,News Outlet,Media,200.0,0,0
Data Analyst,Blue Rock Consulting,5.0,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Public,0,0,0.0,0,0
Data Analyst,"TSR Consulting Services, Inc.",0.0,87000.0,84000,90000.0,"Jersey City, NJ", NJ,0,0,0,0,0,0.0,0,0
Data Analyst,LanceSoft Inc,3.8,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),2000,Company - Private,Staffing & Outsourcing,Business Services,50.0,0,"Mindlance, Artech Information Systems, Pyramid Consulting"
Data Analyst,Diverse Lynx,3.9,87000.0,84000,90000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2002,Company - Private,IT Services,Information Technology,50.0,0,0
Data Analyst,SMBC,3.0,87000.0,84000,90000.0,"Jersey City, NJ", NJ,Unknown,0,Company - Public,0,0,0.0,0,0
Data Analyst,"Delaware Investments Colorado Municipal Income Fund, Inc",0.0,87000.0,84000,90000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Northwell Health,4.0,87000.0,84000,90000.0,"Manhasset, NY", NY,"Enterprise(5,000+ Employees)",1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,0.0,0,"Catholic Health System, NewYork-Presbyterian Hospital"
Data Analyst,TechProjects,4.8,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),2011,Company - Private,IT Services,Information Technology,0.0,0,0
Data Analyst,Vestracare,0.0,87000.0,84000,90000.0,"Valley Stream, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Informa Intelligence,3.8,87000.0,84000,90000.0,"New York, NY", NY,VSB (<50 Employees),1998,Company - Public,Consulting,Business Services,200.0,0,0
Data Analyst,Integra Managed Care,3.5,87000.0,84000,90000.0,"Lake Success, NY", NY,"Mid-Market(501-5,000 Employees)",0,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,0.0,0,0
Data Analyst,RMS Computer,3.0,87000.0,84000,90000.0,"Jersey City, NJ", NJ,VSB (<50 Employees),1985,Company - Private,Computer Hardware & Software,Information Technology,5.0,0,0
Data Analyst,Healthfirst,3.1,39500.0,27000,52000.0,"New York, NY", NY,VSB (<50 Employees),1993,Nonprofit Organization,Insurance Carriers,Insurance,0.0,0,"EmblemHealth, UnitedHealth Group, Aetna"
Data Analyst,Jay Hill Repairs,0.0,39500.0,27000,52000.0,"Fairfield, NJ", NJ,VSB (<50 Employees),0,Company - Public,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance",0.0,0,0
Data Analyst,SAT Healthcare,3.5,39500.0,27000,52000.0,"New York, NY", NY,VSB (<50 Employees),2002,Company - Private,Health Care Services & Hospitals,Health Care,10.0,0,0
Data Analyst,American CyberSystems,4.0,39500.0,27000,52000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1998,Company - Private,IT Services,Information Technology,100.0,0,0
Data Analyst,The Bank of New York Mellon,3.2,39500.0,27000,52000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1784,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,"State Street, Northern Trust, BlackRock"
Data Analyst,M&T Bank Corporation,3.3,39500.0,27000,52000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1856,Company - Public,Banks & Credit Unions,Finance,1000.0,0,0
Data Analyst,SoluStaff,0.0,39500.0,27000,52000.0,"Brooklyn, NY", NY,VSB (<50 Employees),0,Company - Private,IT Services,Information Technology,0.5,0,0
Data Analyst,Oracle,3.6,39500.0,27000,52000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,0.0,0,"SAP, Salesforce, Microsoft"
Data Analyst,Equation Staffing,0.0,39500.0,27000,52000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,0,0,0.0,0,0
Data Analyst,CMI/Compas,3.6,39500.0,27000,52000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",1989,Company - Private,Advertising & Marketing,Business Services,50.0,0,0
Data Analyst,AbleTo,4.3,39500.0,27000,52000.0,"New York, NY", NY,SMB(51-500 Employees),2008,Company - Private,Health Care Services & Hospitals,Health Care,10.0,0,0
Data Analyst,Reliable Software Resources,4.0,39500.0,27000,52000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,Eagle Investment Systems,3.7,39500.0,27000,52000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",1989,Subsidiary or Business Segment,Investment Banking & Asset Management,Finance,50.0,0,0
Data Analyst,Kforce,4.1,39500.0,27000,52000.0,"Summit, NJ", NJ,"Enterprise(5,000+ Employees)",1966,Company - Public,Staffing & Outsourcing,Business Services,200.0,0,0
Data Analyst,Hikma Pharmaceuticals,3.3,39500.0,27000,52000.0,"Berkeley Heights, NJ", NJ,"Enterprise(5,000+ Employees)",1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,500.0,0,"Teva Pharmaceuticals, Sandoz International, Perrigo"
Data Analyst,SMBC Group,3.4,39500.0,27000,52000.0,"Jersey City, NJ", NJ,"Enterprise(5,000+ Employees)",1996,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi"
Data Analyst,Mount Sinai Medical Center,3.1,39500.0,27000,52000.0,"New York, NY", NY,VSB (<50 Employees),1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100.0,0,0
Data Analyst,Citi,3.7,39500.0,27000,52000.0,"Jersey City, NJ", NJ,"Enterprise(5,000+ Employees)",1812,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Analyst,"Top Prospect Group, Inc.",0.0,39500.0,27000,52000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,JPMorgan Chase,3.9,39500.0,27000,52000.0,"Brooklyn, NY", NY,"Enterprise(5,000+ Employees)",1799,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Analyst,Mitchell Martin,4.1,39500.0,27000,52000.0,"Jersey City, NJ", NJ,"Mid-Market(501-5,000 Employees)",1984,Company - Private,Staffing & Outsourcing,Business Services,50.0,0,0
Data Analyst,VNA Health Group,3.3,39500.0,27000,52000.0,"Essex Fells, NJ", NJ,VSB (<50 Employees),1912,Nonprofit Organization,Social Assistance,Non-Profit,10.0,0,0
Data Analyst,Rockstar Games,4.1,39500.0,27000,52000.0,"New York, NY", NY,VSB (<50 Employees),1998,Subsidiary or Business Segment,Video Games,Media,2.5,0,0
Data Analyst,RMS Computer,3.0,39500.0,27000,52000.0,"Jersey City, NJ", NJ,VSB (<50 Employees),1985,Company - Private,Computer Hardware & Software,Information Technology,5.0,0,0
Data Analyst,Hexacorp,3.4,39500.0,27000,52000.0,"New York, NY", NY,SMB(51-500 Employees),2001,Company - Private,IT Services,Information Technology,1.0,0,0
Data Analyst,TechProjects,4.8,39500.0,27000,52000.0,"New York, NY", NY,VSB (<50 Employees),2011,Company - Private,IT Services,Information Technology,0.0,0,0
Data Analyst,Informa,3.2,39500.0,27000,52000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1998,Company - Public,Publishing,Media,500.0,0,RELX
Data Analyst,Columbia University Medical Center,3.8,39500.0,27000,52000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",0,Hospital,Health Care Services & Hospitals,Health Care,100.0,0,0
Data Analyst,Momentum Solar,3.7,39500.0,27000,52000.0,"South Plainfield, NJ", NJ,"Mid-Market(501-5,000 Employees)",2009,Company - Private,Energy,"Oil, Gas, Energy & Utilities",0.0,0,"Sunrun, Vivint Solar, Trinity Solar"
Data Analyst,VIVA USA INC,4.6,39500.0,27000,52000.0,"Franklin Lakes, NJ", NJ,SMB(51-500 Employees),1996,Company - Private,IT Services,Information Technology,5.0,0,0
Data Analyst,ProHEALTH Medical Management,2.7,58000.0,42000,74000.0,"Lake Success, NY", NY,VSB (<50 Employees),1997,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,0.0,0,"Northwell Health, Stony Brook University Medical, Catholic Health Services of Long Island"
Data Analyst,Reliable Software Resources,4.0,58000.0,42000,74000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,Maisonette Careers,0.0,58000.0,42000,74000.0,"Brooklyn, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Donnelly & Moore Corporation,3.5,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),1997,Company - Private,Staffing & Outsourcing,Business Services,0.0,0,0
Data Analyst,J.P. Morgan,3.9,58000.0,42000,74000.0,"Newark, NJ", NJ,"Enterprise(5,000+ Employees)",1799,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Analyst,Saratoga Medical Center,4.1,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),1985,Company - Private,Health Care Services & Hospitals,Health Care,2.5,0,"Fastaff, Kaiser Permanente, American Traveler"
Data Analyst,YAI/NIPD Network,3.1,58000.0,42000,74000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1957,Nonprofit Organization,Social Assistance,Non-Profit,50.0,0,0
Data Analyst,Mount Sinai Medical Center,3.1,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),1946,Nonprofit Organization,Health Care Services & Hospitals,Health Care,100.0,0,0
Data Analyst,Diverse Lynx,3.9,58000.0,42000,74000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2002,Company - Private,IT Services,Information Technology,50.0,0,0
Data Analyst,Quad Consultancy,4.3,58000.0,42000,74000.0,"Mount Vernon, NY", NY,VSB (<50 Employees),2006,Company - Private,Consulting,Business Services,0.0,0,0
Data Analyst,"Competent Systems, Inc",3.7,58000.0,42000,74000.0,"Jersey City, NJ", NJ,VSB (<50 Employees),2003,Company - Private,Enterprise Software & Network Solutions,Information Technology,2.5,0,"Infosys, Cognizant Technology Solutions, Tata Consultancy Services"
Data Analyst,1199SEIU Funds,3.2,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),0,Nonprofit Organization,Insurance Carriers,Insurance,50.0,0,0
Data Analyst,Peloton Interactive,3.8,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),2012,Company - Public,"Health, Beauty, & Fitness",Consumer Services,0.0,0,0
Data Analyst,Genpact,3.5,58000.0,42000,74000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1997,Company - Public,IT Services,Information Technology,500.0,0,"Accenture, IBM, Capgemini"
Data Analyst,LACOSTE CORPORATE,0.0,58000.0,42000,74000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Disney Streaming Services,3.6,58000.0,42000,74000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2018,Company - Private,Internet,Information Technology,0.0,0,0
Data Analyst,J.P. Morgan,3.9,58000.0,42000,74000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1799,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Analyst,The Enosys Group LLC,0.0,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,0,0,0.0,0,0
Data Analyst,EmblemHealth,2.4,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),1937,Nonprofit Organization,Insurance Carriers,Insurance,1000.0,0,0
Data Analyst,Reliable Software Resources,4.0,58000.0,42000,74000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,Reliable Software Resources,4.0,58000.0,42000,74000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,Jackson Hewitt,3.6,58000.0,42000,74000.0,"Jersey City, NJ", NJ,VSB (<50 Employees),1982,Company - Private,Other Retail Stores,Retail,0.0,0,"H&R Block, Liberty Tax Service, Intuit"
Data Analyst,Reliable Software Resources,4.0,58000.0,42000,74000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,National Kidney Foundation,3.2,58000.0,42000,74000.0,"New York, NY", NY,SMB(51-500 Employees),1964,Nonprofit Organization,Health Fundraising Organizations,Non-Profit,5.0,True,0
Data Analyst,CheckedUp,2.5,58000.0,42000,74000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,0,0,0.0,0,0
Data Analyst,Horizon Blue Cross Blue Shield of New Jersey,3.6,58000.0,42000,74000.0,"Newark, NJ", NJ,VSB (<50 Employees),1932,Nonprofit Organization,Insurance Carriers,Insurance,0.0,0,"UnitedHealth Group, Cigna, Aetna"
Data Analyst,IPRO,3.0,58000.0,42000,74000.0,"Lake Success, NY", NY,VSB (<50 Employees),1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10.0,0,0
Data Analyst,Criteo,3.9,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),2005,Company - Public,Internet,Information Technology,500.0,0,"MediaMath, Conversant, AppNexus"
Data Analyst,EmblemHealth,2.4,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),1937,Nonprofit Organization,Insurance Carriers,Insurance,1000.0,0,0
Data Analyst,ERGO,2.8,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),2004,Company - Private,Advertising & Marketing,Business Services,0.0,True,0
Data Analyst,ACT Consulting,4.4,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Consulting,Business Services,0.0,0,0
Data Analyst,Tekfortune Inc.,4.8,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,IT Services,Information Technology,0.0,0,0
Data Analyst,"Intercontinental Exchange, Inc.",2.8,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),2000,Company - Public,Investment Banking & Asset Management,Finance,1000.0,0,0
Data Analyst,"Staffigo Technical Services, LLC",5.0,104500.0,77000,132000.0,"New York, NY", NY,SMB(51-500 Employees),2008,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,"8K Miles Software Services, Inc.",3.7,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),2008,Company - Public,Computer Hardware & Software,Information Technology,0.5,0,0
Data Analyst,Two95 International Inc.,4.0,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Staffing & Outsourcing,Business Services,0.5,0,0
Data Analyst,VTS,4.2,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,10.0,0,0
Data Analyst,Sky I.T. Group (Sky Business Intelligence Team),0.0,104500.0,77000,132000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Robert Half,3.5,104500.0,77000,132000.0,"Jersey City, NJ", NJ,"Enterprise(5,000+ Employees)",1948,Company - Public,Staffing & Outsourcing,Business Services,500.0,0,"Adecco, Manpower"
Data Analyst,Village Care,2.0,104500.0,77000,132000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",1977,Nonprofit Organization,Health Care Services & Hospitals,Health Care,50.0,0,0
Data Analyst,Quest Diagnostics,3.3,104500.0,77000,132000.0,"Secaucus, NJ", NJ,"Enterprise(5,000+ Employees)",1967,Company - Public,Health Care Services & Hospitals,Health Care,1000.0,0,"LabCorp, Bio-Reference Labs, Thermo Fisher Scientific"
Data Analyst,Softinc,0.0,104500.0,77000,132000.0,"New York, NY", NY,SMB(51-500 Employees),2018,Company - Public,0,0,0.5,0,0
Data Analyst,"KnowledgePro, LLC",0.0,104500.0,77000,132000.0,"New York, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Creative Data Resources,5.0,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),1992,Company - Private,Staffing & Outsourcing,Business Services,0.0,0,0
Data Analyst,EVERSANA,3.4,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),2018,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,0.0,0,0
Data Analyst,National Grid USA,3.6,104500.0,77000,132000.0,"Brooklyn, NY", NY,"Enterprise(5,000+ Employees)",1990,Company - Public,Utilities,"Oil, Gas, Energy & Utilities",1000.0,0,Northeast Utilities
Data Analyst,Barnabas Health,2.1,104500.0,77000,132000.0,"West Orange, NJ", NJ,"Mid-Market(501-5,000 Employees)",0,Company - Public,0,0,1.0,0,0
Data Analyst,Aegis Media,2.8,104500.0,77000,132000.0,"New York, NY", NY,VSB (<50 Employees),1978,Subsidiary or Business Segment,Advertising & Marketing,Business Services,500.0,0,0
Data Analyst,RMS Computer Corporation,3.0,104500.0,77000,132000.0,"Jersey City, NJ", NJ,VSB (<50 Employees),1985,Company - Private,Computer Hardware & Software,Information Technology,5.0,0,0
Data Analyst,J.P. Morgan,3.9,104500.0,77000,132000.0,"Newark, NJ", NJ,"Enterprise(5,000+ Employees)",1799,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,0
Data Analyst,RAMPS International Inc,4.5,104500.0,77000,132000.0,"New York, NY", NY,SMB(51-500 Employees),0,Company - Private,Consulting,Business Services,1.0,0,0
Data Analyst,Episcopal Health Services Inc.,0.0,104500.0,77000,132000.0,"Far Rockaway, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,NYU Langone Health,4.0,104500.0,77000,132000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1841,Hospital,Health Care Services & Hospitals,Health Care,1000.0,0,"NewYork-Presbyterian Hospital, Northwell Health"
Data Analyst,Professional Resource Group,5.0,104500.0,77000,132000.0,"Lake Success, NY", NY,VSB (<50 Employees),0,Company - Private,Advertising & Marketing,Business Services,0.0,0,0
Data Analyst,Altice USA,3.0,104500.0,77000,132000.0,"Long Island City, NY", NY,"Enterprise(5,000+ Employees)",0,Company - Public,0,0,0.0,0,0
Data Analyst,Sumitomo Mitsui Banking Corporation (SMBC),3.4,104500.0,77000,132000.0,"Jersey City, NJ", NJ,"Enterprise(5,000+ Employees)",1996,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,"Bank Of Tokyo-Mitsubishi UFJ, Mizuho Financial Group, Citi"
Data Analyst,Geller & Company,3.2,106000.0,98000,114000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",1984,Company - Private,Investment Banking & Asset Management,Finance,0.0,0,0
Data Analyst,Reliable Software Resources,4.0,106000.0,98000,114000.0,"Florham Park, NJ", NJ,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,"Intercontinental Exchange, Inc.",2.8,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),2000,Company - Public,Investment Banking & Asset Management,Finance,1000.0,0,0
Data Analyst,The Bank of New York Mellon,3.2,106000.0,98000,114000.0,"Florham Park, NJ", NJ,"Enterprise(5,000+ Employees)",1784,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,"State Street, Northern Trust, BlackRock"
Data Analyst,Plymouth Rock Assurance,3.4,106000.0,98000,114000.0,"Woodbridge, NJ", NJ,VSB (<50 Employees),1982,Company - Private,Insurance Carriers,Insurance,2.5,0,"Arbella Insurance, Safety Insurance"
Data Analyst,Mount Sinai Health System,3.4,106000.0,98000,114000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",2013,Hospital,Health Care Services & Hospitals,Health Care,200.0,0,0
Data Analyst,SAT Healthcare,3.5,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),2002,Company - Private,Health Care Services & Hospitals,Health Care,10.0,0,0
Data Analyst,Atrium Staffing,3.3,106000.0,98000,114000.0,"Parsippany, NJ", NJ,SMB(51-500 Employees),1995,Company - Private,Staffing & Outsourcing,Business Services,0.0,0,Kelly
Data Analyst,eTeam Inc.,3.7,106000.0,98000,114000.0,"New York, NY", NY,SMB(51-500 Employees),1999,Company - Private,Staffing & Outsourcing,Business Services,10.0,0,"Artech Information Systems, Mindlance, Tech Mahindra"
Data Analyst,Oracle,3.6,106000.0,98000,114000.0,"New York, NY", NY,"Enterprise(5,000+ Employees)",1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,0.0,0,"SAP, Salesforce, Microsoft"
Data Analyst,Metroplus Health Plan,2.7,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),1985,Nonprofit Organization,Health Care Services & Hospitals,Health Care,500.0,0,0
Data Analyst,Avani Technology Solutions,4.5,106000.0,98000,114000.0,"Whippany, NJ", NJ,"Mid-Market(501-5,000 Employees)",2008,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,Primesoft,2.5,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,IT Services,Information Technology,0.0,0,0
Data Analyst,Riskified,4.4,106000.0,98000,114000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2013,Company - Private,Research & Development,Business Services,0.0,0,"Signifyd, Forter"
Data Analyst,IPro.org,0.0,106000.0,98000,114000.0,"Great Neck, NY", NY,0,0,0,0,0,0.0,0,0
Data Analyst,Cecelia Health,4.3,106000.0,98000,114000.0,"New York, NY", NY,SMB(51-500 Employees),2009,Company - Private,Health Care Services & Hospitals,Health Care,0.0,0,0
Data Analyst,Creative Data Resources,5.0,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),1992,Company - Private,Staffing & Outsourcing,Business Services,0.0,0,0
Data Analyst,Systemart LLC,4.4,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Computer Hardware & Software,Information Technology,0.5,0,0
Data Analyst,The Bank of New York Mellon,3.2,106000.0,98000,114000.0,"Florham Park, NJ", NJ,"Enterprise(5,000+ Employees)",1784,Company - Public,Investment Banking & Asset Management,Finance,0.0,0,"State Street, Northern Trust, BlackRock"
Data Analyst,TechProjects,4.8,106000.0,98000,114000.0,"Jersey City, NJ", NJ,VSB (<50 Employees),2011,Company - Private,IT Services,Information Technology,0.0,0,0
Data Analyst,IPRO,3.0,106000.0,98000,114000.0,"Lake Success, NY", NY,VSB (<50 Employees),1984,Nonprofit Organization,Health Care Services & Hospitals,Health Care,10.0,0,0
Data Analyst,ITech Recruiting,5.0,106000.0,98000,114000.0,"New York, NY", NY,SMB(51-500 Employees),0,Company - Public,0,0,0.0,0,0
Data Analyst,RN Staff,3.4,106000.0,98000,114000.0,"New York, NY", NY,Unknown,0,Unknown,Staffing & Outsourcing,Business Services,0.0,0,0
Data Analyst,Abacus Service Corporation,4.2,106000.0,98000,114000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,Staffing & Outsourcing,Business Services,0.0,0,0
Data Analyst,CyberCoders,4.2,106000.0,98000,114000.0,"Hoboken, NJ", NJ,VSB (<50 Employees),1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,50.0,0,0
Data Analyst,TECHNOCRAFT Solutions,3.4,106000.0,98000,114000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Advertising & Marketing,Business Services,0.5,0,0
Data Analyst,Praescient Analytics,3.1,106000.0,98000,114000.0,"New York, NY", NY,SMB(51-500 Employees),2011,Company - Private,Consulting,Business Services,2.5,0,0
Data Analyst,C&G Consulting Services,0.0,106000.0,98000,114000.0,"Hoboken, NJ", NJ,0,0,0,0,0,0.0,0,0
Data Analyst,RWJBarnabas Health,3.7,106000.0,98000,114000.0,"West Orange, NJ", NJ,"Enterprise(5,000+ Employees)",1982,Nonprofit Organization,Health Care Services & Hospitals,Health Care,200.0,0,"Atlantic Health System, Robert Wood Johnson University Hospital, Solaris Health System"
Data Analyst,Reliable Software Resources,4.0,106000.0,98000,114000.0,"New York, NY", NY,"Mid-Market(501-5,000 Employees)",2004,Company - Private,IT Services,Information Technology,10.0,0,0
Data Analyst,MVP Consulting Plus Inc,4.3,72000.0,48000,96000.0,"New York, NY", NY,VSB (<50 Employees),0,Company - Private,Consumer Products Manufacturing,Manufacturing,1.0,0,0
Data Analyst,Capgemini,3.8,72000.0,48000,96000.0,"Jersey City, NJ", NJ,"Enterprise(5,000+ Employees)",1967,Company - Public,Enterprise Software & Network Solutions,Information Technology,0.0,0,"Accenture, CGI, Sopra Steria"
Data Analyst,Centers Plan for Healthy Living,2.4,72000.0,48000,96000.0,"Staten Island, NY", NY,"Mid-Market(501-5,000 Employees)",0,Company - Private,Health Care Services & Hospitals,Health Care,0.0,0,0
